professor,content,class_level,rating,date
Nate Foster,"Foster believes in the potential of every student. His course is difficult, but he provides excellent resources in order to ensure that anyone can succeed. My favorite professor in the CS department.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Feb 19th, 2020"
Nate Foster,the best professor so far at cornell, CS3110,"QUALITY
5.0
DIFFICULTY
2.0","May 22nd, 2018"
Nate Foster,"An amazing professor. The lectures are very fun, and while the course is hard his teaching style will help you do well.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","May 3rd, 2018"
Dexter Kozen,"Clear lecturer who cares about students' understanding of the material. Will answer many Piazza posts personally, and made reasonable adjustments to the course due to its virtual format.", CS4820,"QUALITY
5.0
DIFFICULTY
4.0","Jan 15th, 2021"
Dexter Kozen,"Extremely concise lectures; very well delivered. Took 2112 as a freshmen- it was not an easy ride, but I definitely learned a lot thanks to Kozen. Very rewarding class. The assignments require a lot of energy and time, but Kozen is always there to help his students.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","Dec 5th, 2018"
Dexter Kozen,"""It's not about the points"" - Kozen Definitely one of the better professors. His lectures are clear, concise, and easy to follow, and the projects he assigned were meaningful, interesting, and some of the most fun I've ever had at school. At times, the grading felt a bit arbitrary, but the massive curve at the end rendered it all irrelevant.", CS2112,"QUALITY
5.0
DIFFICULTY
3.0","Mar 15th, 2018"
Dexter Kozen,"Amazing professor who actually cares about you!! Good lecturer. 2112 was ridiculously hard and definitely caused me way too much stress and hair loss. But I would take it again for sure because you learn so much. Exams are not bad at all, just memorize lecture and recitation notes. Labs are really useless, people stopped showing up.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","Jan 28th, 2018"
Dexter Kozen,"CS2112 was the hardest class I've ever taken. The material is hard, but the real killer is the sheer volume of work. You will devote a huge amount of time and energy to this class, and then still feel like that is not enough. This class probably broke me. I learned a lot, but it was not worth the stress and anguish. DO NOT TAKE as a freshman!!!!", CS2112,"QUALITY
4.0
DIFFICULTY
5.0","Dec 20th, 2017"
Dexter Kozen,"Very good lecturer, although the class was extremely difficult. Class was worthwhile.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","Apr 10th, 2017"
Dexter Kozen,Fun lecturer but also good for snooze if necessary, CS2112,"QUALITY
4.0
DIFFICULTY
4.0","Dec 26th, 2016"
Dexter Kozen,"Kozen is unbelievable. As the other testimonials say, he personally answers questions on Piazza, and has the most amazingly clear lecture style, unlike a lot of other professors. I was amazed at how he managed to cover an entire 400 page textbook that he wrote, cover-to-cover, without making it seem like the 41 lectures worth of material was crazy.", CS4810,"QUALITY
5.0
DIFFICULTY
4.0","Sep 27th, 2016"
Dexter Kozen,hasn't changed lectures in 30 years, CS6820,"QUALITY
1.0
DIFFICULTY
5.0","Dec 27th, 2015"
Dexter Kozen,I've had 2 classes with him. My favorite professor at Cornell., CS2800,"QUALITY
5.0
DIFFICULTY
3.0","Nov 15th, 2015"
Dexter Kozen,"Amazing professor. Had him for algorithms. Very nice guy and very helpful. Prelims and homeworks are fair, and the homework load is very manageable. Was easier in 2013 than before.", CS4820,"QUALITY
5.0
DIFFICULTY
2.0","Aug 25th, 2013"
Dexter Kozen,"I love Kozen. I had him for algorithms. Normally this course is done by Kleinberg. His lectures were on videonote, but in my opinion Kozen's were twice as good. I think Kozen is clear, interesting, and one of the most helpful professors I ever had. You never feel lost by him, or confused. My favorite CS professor by a long shot. Fair tests and HW.", CS4820,"QUALITY
5.0
DIFFICULTY
3.0","Apr 3rd, 2013"
Dexter Kozen,"Teaches well, and makes lecture interesting. Personally answers a lot of questions on Piazza. The assignments are not trivial, but you have more than enough time and resources (the course staff) to finish them. Tests are very fair, and grading is pretty generous. I regret buying the textbook though -- I never used it.", CS2110,"QUALITY
5.0
DIFFICULTY
2.0","Mar 9th, 2012"
Dexter Kozen,"Dexter is a great professor. His lectures are clear and he puts all of his powerpoints online. Most importantly though, he assigns good projects. It is clear that he put some thought into making things interesting. NOTE: DO NOT BUY THE TEXTBOOK", ENGRD2110,"QUALITY
4.5
DIFFICULTY
3.0","Jan 31st, 2012"
Dexter Kozen,"Kozen was awesome. Assignments were pretty long but he gave so much help. He was constantly answering questions (in detail) both in person and on Piazza, the online Q+A site for the course. The prelims were unbelievably fair, especially compared to previous ones on the website. He made the course relatively painless, and was also interesting.", CS2110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 18th, 2012"
Dexter Kozen,Good guy. Extremely intelligent and knows what he's talking about. Helps you out when necessary. Assignments are incredibly tough and long but definitely enjoyable and educational., CS3110,"QUALITY
5.0
DIFFICULTY
4.0","May 18th, 2011"
Dexter Kozen,Excellent teacher and a great guy. He makes the class interesting and he loves to go above and beyond teaching just what will be on the test., CS2110,"QUALITY
4.5
DIFFICULTY
4.0","Jan 3rd, 2009"
Dexter Kozen,"Good guy. Made exams, assignments, and classes interesting. Would definitely reccomend.", COMP2110,"QUALITY
3.0
DIFFICULTY
4.0","Dec 20th, 2008"
Dexter Kozen,"Kozen is a good guy. He really cares about helping his students, from what I can tell. I've been to his office hours a few times and he's really friendly, and he knows how to teach. The class is really easy too, as it's not graded on a curve. I got a good grade and I learned a lot. I highly recommend cs 211 with Kozen.", CS211,"QUALITY
4.5
DIFFICULTY
1.0","Dec 19th, 2008"
Dexter Kozen,"pretty easy class, dont like the written tests", CS2110,"QUALITY
4.5
DIFFICULTY
1.0","Oct 22nd, 2008"
Anne Bracy,"Clear lecturer who's very passionate about the subject, and makes many references to Wegmans during the lectures. Went through numerous examples during class when covering more complex topics like caches, and reduced the difficulty of the assignments to accomodate for a hybrid class format. Had a reasonable slip day policy for project submissions.", CS3410,"QUALITY
5.0
DIFFICULTY
3.0","Jan 15th, 2021"
Anne Bracy,"Professor Bracy's class was so incredibly difficult for the sole purpose of being difficult. Lectures move so incredibly fast, projects have virtually no guidance and are difficult, and exams are not super related to projects and are still hard. I did more work for this class than any of my others classes and was miserable for each second of it.", CS3410,"QUALITY
1.0
DIFFICULTY
5.0","Jan 13th, 2021"
Anne Bracy,Bracy is an excellent lecturer and really cares about her students. That doesn't mean the assignments and prelims aren't insanely hard..., CS3410,"QUALITY
5.0
DIFFICULTY
5.0","Nov 25th, 2020"
Anne Bracy,Terrible person. I was hospitalized for a week and she forced me to use all of my slip days instead of just granting an extension like a human with empathy., CS3410,"QUALITY
1.0
DIFFICULTY
4.0","Feb 12th, 2020"
Anne Bracy,"Bracy is a great teacher and clearly knows her subject. Her lectures are well-designed with clear language and she drops hilarious lines from time to time. This class covered a lot of highly technical details and sub-regions of CS, and not attending the lectures would make it hard to understand the slides. That said, the textbook is comprehensive.", CS3410,"QUALITY
5.0
DIFFICULTY
4.0","Dec 9th, 2019"
Anne Bracy,"Really I wish I could give her 0 star. Just dropped the course, and do not understand where those good comments come from.", CS341,"QUALITY
1.0
DIFFICULTY
4.0","Oct 17th, 2019"
Anne Bracy,"Not intelligent in teaching at all. Confusing lectures, baffled homework... I hope someone could let her know how awful her lectures are. By the way, she is rather mean and arrogant in the same time.", CS341,"QUALITY
1.0
DIFFICULTY
3.0","Oct 17th, 2019"
Anne Bracy,"I love Bracy! She's a great professor and her lectures are done in a way that is easy to understand and accessible. Assignments are always geared towards what we have already learned; if you can do the assignments, the tests should not be too difficult. There are clicker questions to log attendance, but they're only 5% of your grade.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Oct 2nd, 2019"
Anne Bracy,One of the worst classes I have taken., CS4410,"QUALITY
1.0
DIFFICULTY
2.0","Jun 23rd, 2019"
Anne Bracy,Unintelligible class., CS4410,"QUALITY
1.0
DIFFICULTY
5.0","Apr 8th, 2019"
Anne Bracy,"Bracy is a god among men. Never have I seen such a professor so passionate about both the material and her students. She gets so excited teaching and talking with students that it makes lectures my favorite time of the week. Yes, the class is difficult and condensed, but if you pay attention in lecture, the class is very manageable. SHE IS AMAZING!", CS3410,"QUALITY
5.0
DIFFICULTY
4.0","Dec 11th, 2018"
Anne Bracy,"Professor Bracy is a talented and funny lecturer. Her lectures explain material extremely well while also being fairly concise. CS 3410's projects were hard (10-20 hours per project) and its exams harder, with means around a 55/90. I would highly recommend taking her classes she teaches.", CS3410,"QUALITY
5.0
DIFFICULTY
5.0","Dec 10th, 2018"
Anne Bracy,"Bracy is an amazing lecturer and made this class (which could have been terrible) pretty enjoyable and interesting. I really loved her classes and thought the assignments were pretty standard for a CS core class. Also, she's awesome to talk to outside of class and genuinely cares about her students. 10/10 would recommend!", CS3410,"QUALITY
5.0
DIFFICULTY
4.0","Nov 8th, 2018"
Anne Bracy,"Bracy is so great that I'm taking CS 2110 with her next semester. I loved her teaching style because I am a very visual learner (she's won teaching awards). She inspires great questions from her students in lecture, and the lecture material clearly laid out what was expected on exams. Beware of the tricky assignments and make use of office hours.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Aug 13th, 2018"
Anne Bracy,"Her lectures were usually pretty good, but sometimes slightly disorganized. She's super nice though and has plenty of office hours! Apparently her assignments were a lot harder than the fall CS 1110 professor's, but they were doable.", CS1110,"QUALITY
4.0
DIFFICULTY
3.0","May 20th, 2018"
Anne Bracy,Bracy is by far the best professor I've had at Cornell! She is passionate about CS and her lectures are clear and enormously helpful. The assignments were quite difficult at times but prepared you greatly for the prelims and final. I came in with zero coding experience and learned so much in a semester. Challenging but immensely rewarding class!, CS1110,"QUALITY
5.0
DIFFICULTY
4.0","May 18th, 2018"
